player_id,full_name,primary_pos,college,birth_date,first_year,last_year,career_seasons,total_career_games,career_passing_yards,career_rushing_yards,career_receiving_yards,career_tds,playoff_games,playoff_passing_yards,playoff_rushing_yards,playoff_receiving_yards,playoff_tds,def_solo_tackles,def_sacks,def_ints,draft_pick,pro_bowls,all_pros,hof_flag,height_in,weight_lb,forty_time,bench_press,vertical_jump,broad_jump,three_cone,twenty_shuttle,playoff_performance_bonus
00-0034366,Keke Coutee,WR,Texas Tech,1997-01-14,2018,2022,5,24,0,14,966,5,1,0,0,110,1,0,0.0,0,103,0,0,False,71.0,180.0,4.43,14.0,34.5,113.0,6.93,4.15,7.0
00-0037132,Britain Covey,WR,Utah,1997-03-18,2022,2025,1,2,0,0,42,0,0,0,0,0,0,0,0.0,0,999,0,0,False,68.0,173.0,,,,,,,0.0
00-0003557,Scott Covington,QB,Miami,1976-01-17,1999,2003,2,4,30,-4,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,217.0,,,,,,,0.0
00-0003572,Bryan Cox,LB,Western Illinois,1968-02-17,1991,2002,1,1,0,0,7,0,0,0,0,0,0,0,0.0,0,999,0,0,False,76.0,250.0,,,,,,,0.0
00-0035310,Chandler Cox,FB,Auburn,1996-07-29,2019,2020,1,2,0,0,9,0,0,0,0,0,0,0,0.0,0,233,0,0,False,73.0,240.0,,,,,,,0.0
00-0029653,Fletcher Cox,DT,Mississippi State,1990-12-13,2012,2023,0,0,0,0,0,0,0,0,0,0,0,351,70.0,0,12,6,1,False,76.0,310.0,4.77,30.0,26.0,103.0,7.07,4.53,0.0
00-0026033,Mike Cox,FB,Georgia Tech,1985-07-11,2008,2012,5,25,0,3,155,1,1,0,4,0,0,0,0.0,0,999,0,0,False,72.0,252.0,,,,,,,5.0
00-0030128,Michael Cox,RB,UMass Amherst; Michigan,1988-11-14,2013,2014,2,5,0,76,21,0,0,0,0,0,0,3,0.0,0,253,0,0,False,73.0,222.0,,,,,,,0.0
00-0026986,Michael Crabtree,WR,Texas Tech,1987-09-14,2009,2019,11,142,0,18,7499,54,10,0,0,587,6,0,0.0,0,10,0,0,False,73.0,215.0,4.54,,,,,,16.2
00-0026878,Tom Crabtree,TE,Miami (Ohio),1985-11-04,2009,2013,4,24,0,0,323,5,6,0,0,18,1,0,0.0,0,999,0,0,False,76.0,245.0,,,,,,,5.3
00-0034054,River Cracraft,WR,Washington State,1994-11-01,2017,2025,4,18,0,0,308,3,1,0,0,33,0,0,0.0,0,999,0,0,False,72.0,198.0,,,,,,,5.0
00-0003597,Jason Craft,DB,Colorado State; Denver,1976-02-13,1999,2008,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,187.0,,,,,,,0.0
00-0003600,Dameyune Craig,QB,Auburn,1974-04-19,1998,2001,2,5,34,24,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,200.0,,,,,,,0.0
00-0022886,Casey Cramer,RB,Dartmouth,1982-01-05,2004,2008,2,4,0,0,11,1,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,250.0,,,,,,,0.0
00-0003610,Aaron Craver,FB,Fresno State; El Camino,1968-12-18,1991,1999,1,11,0,37,154,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,232.0,,,,,,,0.0
00-0019093,Casey Crawford,TE,Virginia,1977-08-01,2000,2002,2,7,0,0,57,1,0,0,0,0,0,0,0.0,0,999,0,0,False,78.0,255.0,4.83,18.0,,,,,0.0
00-0003619,Keith Crawford,DB,Howard Payne University,1970-11-21,1993,1999,1,1,0,0,14,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,185.0,,,,,,,0.0
00-0022766,Patrick Crayton,WR,Northwestern Oklahoma State University; Tyler JC,1979-04-07,2004,2011,8,89,0,39,3650,25,4,0,0,120,1,0,0.0,0,999,0,0,False,72.0,205.0,,,,,,,5.5
00-0023176,Josh Cribbs,WR,Kent State,1983-06-09,2005,2014,10,99,83,805,1175,9,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,192.0,,,,,,,0.0
00-0029702,Juron Criner,WR,Arizona,1989-12-12,2012,2014,2,10,0,0,183,1,0,0,0,0,0,0,0.0,0,168,0,0,False,75.0,220.0,4.66,17.0,38.0,117.0,7.15,4.3,0.0
00-0022167,Chris Crocker,DB,Marshall,1980-03-09,2003,2013,1,1,0,21,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,197.0,,,,,,,0.0
00-0035448,Damarea Crockett,RB,Missouri,1997-12-22,2019,2022,1,1,0,7,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,225.0,,,,,,,0.0
00-0031826,John Crockett,RB,North Dakota State,1992-02-16,2015,2017,1,2,0,21,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,217.0,4.62,15.0,40.0,125.0,7.15,4.25,0.0
00-0003663,Zack Crockett,RB,Florida State; Hinds CC,1972-12-02,1995,2007,9,102,0,1232,432,36,7,0,31,18,3,0,0.0,0,999,0,0,False,74.0,240.0,,,,,,,5.9
00-0024234,Antonio Cromartie,CB,Florida State,1984-04-15,2006,2016,3,4,0,1,-2,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,210.0,4.47,18.0,38.0,132.0,,,0.0
00-0033627,Jason Croom,TE,Tennessee,1994-02-28,2017,2021,2,13,0,0,262,2,0,0,0,0,0,0,0.0,0,999,0,0,False,77.0,246.0,,,,,,,0.0
00-0022384,Larry Croom,RB,UNLV,1981-10-29,2004,2004,1,4,0,76,16,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,205.0,,,,,,,0.0
00-0025580,Mason Crosby,K,Colorado,1984-09-03,2007,2023,1,1,0,0,0,0,0,0,0,0,0,24,0.0,0,193,0,0,False,73.0,207.0,5.18,,,,,,0.0
00-0034973,Maxx Crosby,DE,Eastern Michigan,1997-08-22,2019,2025,0,0,0,0,0,0,0,0,0,0,0,233,59.5,0,106,4,0,False,77.0,255.0,4.66,,36.0,122.0,6.89,4.13,0.0
00-0019353,Phillip Crosby,FB,Tennessee; Coffeyville CC,1976-11-05,2001,2003,2,7,0,0,49,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,242.0,,,,,,,0.0
00-0003681,Howard Cross,TE,Alabama,1967-08-08,1989,2001,3,23,0,0,90,0,1,0,0,7,0,0,0.0,0,999,0,0,False,77.0,270.0,,,,,,,5.0
00-0032745,Alan Cross,TE,Memphis,1993-07-02,2016,2018,3,18,0,0,105,1,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,235.0,,,,,,,0.0
00-0034435,Keion Crossen,DB,Western Carolina,1996-04-17,2018,2024,1,1,0,0,0,0,0,0,0,0,0,85,1.0,0,243,0,0,False,70.0,190.0,,,,,,,0.0
00-0031941,Jamison Crowder,WR,Duke,1993-06-17,2015,2024,9,107,43,82,4826,30,1,0,0,15,0,3,0.0,0,105,0,0,False,69.0,177.0,4.56,10.0,37.0,115.0,7.17,4.32,5.0
00-0003700,Germane Crowell,WR,Virginia,1976-09-13,1998,2002,4,39,0,56,2258,13,1,0,0,41,0,0,0.0,0,999,0,0,False,75.0,222.0,,,,,,,5.0
00-0030656,Isaiah Crowell,RB,Alabama State; Georgia,1993-01-08,2014,2019,5,76,0,3803,922,28,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,225.0,4.57,23.0,38.0,117.0,,,0.0
00-0024300,Brodie Croyle,QB,Alabama,1983-02-06,2006,2010,5,18,1669,15,0,8,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,206.0,4.88,,30.5,104.0,7.34,4.25,0.0
00-0034389,Dane Cruikshank,DB,Arizona; Citrus College,1995-04-27,2018,2024,2,2,0,0,66,1,0,0,0,0,0,46,0.0,1,152,0,0,False,73.0,209.0,4.41,25.0,38.5,121.0,6.89,4.24,0.0
00-0020285,Alge Crumpler,TE,North Carolina,1977-12-23,2001,2010,10,140,0,0,4743,39,6,0,0,194,2,0,0.0,0,999,0,0,False,74.0,275.0,4.76,22.0,34.0,112.0,7.38,4.43,5.7
00-0003715,Carlester Crumpler,TE,East Carolina,1971-09-05,1994,1999,1,3,0,0,35,1,1,0,0,0,0,0,0.0,0,999,0,0,False,78.0,253.0,,,,,,,5.0
00-0022564,Ronnie Cruz,RB,Northern State University,1981-06-11,2005,2006,2,4,0,19,35,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,237.0,,,,,,,0.0
00-0027265,Victor Cruz,WR,UMass Amherst,1986-11-11,2010,2016,5,66,0,3,4549,25,5,0,0,299,1,0,0.0,0,999,0,0,False,72.0,204.0,,,,,,,5.4
00-0033696,Sean Culkin,TE,Missouri,1993-06-11,2017,2020,2,3,0,0,36,0,0,0,0,0,0,0,0.0,0,999,0,0,False,77.0,255.0,,,,,,,0.0
00-0003739,Daunte Culpepper,QB,UCF,1977-01-28,1999,2009,11,105,24141,2624,0,183,4,967,140,0,9,0,0.0,0,999,0,0,False,76.0,260.0,,,,,,,9.5
00-0027321,Jeff Cumberland,TE,Illinois,1987-05-02,2010,2017,7,52,0,0,1121,10,0,0,0,0,0,0,0.0,0,999,0,0,False,76.0,260.0,,,,,,,0.0
00-0029795,Benny Cunningham,RB,Middle Tennessee State,1990-07-07,2013,2018,6,69,0,797,1001,7,1,0,2,0,0,0,0.0,0,999,0,0,False,70.0,218.0,,,,,,,5.0
00-0031462,Jerome Cunningham,TE,Southern Connecticut State,1991-05-25,2014,2019,2,7,0,0,59,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,250.0,,,,,,,0.0
00-0030129,Justice Cunningham,TE,South Carolina,1991-01-14,2013,2015,1,1,0,0,4,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,258.0,4.94,,31.5,116.0,7.12,4.45,0.0
00-0038911,Malik Cunningham,WR,Louisville,1998-10-06,2023,2025,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,190.0,4.53,,,,,,0.0
00-0003761,Randall Cunningham,QB,UNLV,1963-03-27,1985,2001,3,17,2849,187,0,19,1,0,-4,0,0,0,0.0,0,999,0,0,False,76.0,215.0,,,,,,,5.0
00-0021337,Ronald Curry,WR,North Carolina,1979-05-28,2002,2008,6,55,0,3,2347,13,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,210.0,4.59,,35.0,115.0,7.06,4.11,0.0
00-0023179,Tony Curtis,TE,Portland State; Fresno City College,1983-02-11,2006,2009,2,10,0,0,50,3,0,0,0,0,0,0,0.0,0,999,0,0,False,77.0,251.0,4.93,21.0,,115.0,,,0.0
00-0022001,Kevin Curtis,WR,Utah State; Snow,1978-07-17,2003,2011,8,72,0,39,3308,21,6,0,0,449,1,0,0.0,0,999,0,0,False,72.0,186.0,4.42,,36.0,122.0,6.76,3.99,5.3
00-0003803,Matt Cushing,TE,Illinois,1975-07-02,1999,2004,5,13,0,0,91,1,2,0,0,10,0,0,0.0,0,999,0,0,False,76.0,251.0,,,,,,,5.0
00-0024226,Jay Cutler,QB,Vanderbilt,1983-04-29,2006,2017,12,153,35132,1681,0,236,2,354,53,0,4,1,0.0,0,11,1,0,False,75.0,231.0,4.77,23.0,,,7.1,4.26,9.0
00-0027612,Ryan D'Imperio,LB,Rutgers,1987-08-15,2010,2013,1,6,0,0,7,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,240.0,,,,,,,0.0
00-0021918,Carson Dach,C,Eastern Michigan,1980-09-20,2003,2003,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,254.0,,,,,,,0.0
00-0036456,Dominique Dafney,TE,Indiana State,1997-06-03,2020,2025,2,6,0,0,60,1,1,0,0,0,0,0,0.0,0,999,0,0,False,75.0,235.0,,,,,,,5.0
00-0024796,Craig Dahl,S,North Dakota State,1985-06-17,2007,2015,1,1,0,3,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,212.0,4.55,17.0,35.0,122.0,6.69,4.26,0.0
00-0036425,DeeJay Dallas,RB,Miami,1998-09-16,2020,2025,4,40,0,468,396,5,1,0,13,0,0,16,0.0,0,144,0,0,False,70.0,214.0,4.58,,33.5,119.0,7.18,4.32,5.0
00-0027973,Andy Dalton,QB,TCU,1987-10-29,2011,2025,13,168,38511,1477,11,269,4,873,92,0,1,1,0.0,0,35,3,0,False,74.0,220.0,4.83,,29.5,106.0,6.93,4.27,5.5
00-0026544,Chase Daniel,QB,Missouri,1986-10-07,2009,2022,13,32,1746,120,8,10,1,0,-2,0,0,0,0.0,0,999,0,0,False,72.0,229.0,4.79,,33.0,,7.28,4.31,5.0
00-0030120,B.J. Daniels,WR,University of South Florida,1989-10-24,2013,2016,1,3,7,6,18,0,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,217.0,,,,,,,0.0
00-0033258,Darrell Daniels,TE,Washington,1994-11-22,2017,2023,5,22,0,0,122,1,1,0,0,2,0,0,0.0,0,999,0,0,False,75.0,256.0,4.55,17.0,32.0,116.0,7.09,4.47,5.0
00-0033384,LeShun Daniels,RB,Iowa,1995-06-04,2017,2017,1,2,0,14,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,225.0,,,,,,,0.0
00-0029284,Mike Daniels,DE,Iowa,1989-05-05,2012,2021,0,0,0,0,0,0,0,0,0,0,0,172,30.0,1,132,1,0,False,72.0,310.0,4.84,,,,,,0.0
00-0024313,Owen Daniels,TE,Wisconsin,1982-11-09,2006,2015,10,128,0,0,5659,36,9,0,0,399,3,2,0.0,0,98,2,0,False,75.0,245.0,4.65,23.0,34.5,114.0,6.87,4.1,5.7
00-0020973,Woody Dantzler,RB,Clemson,1979-10-04,2002,2003,2,6,0,21,0,1,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,209.0,,,,,,,0.0
00-0033937,Amara Darboh,WR,Michigan,1994-02-01,2017,2020,1,8,0,0,71,0,0,0,0,0,0,2,0.0,0,106,0,0,False,74.0,215.0,4.45,17.0,36.0,124.0,,,0.0
00-0036951,Frank Darby,WR,Arizona State,1997-09-08,2021,2023,2,3,0,0,29,0,0,0,0,0,0,0,0.0,0,187,0,0,False,73.0,200.0,4.56,19.0,34.5,117.0,7.05,4.25,0.0
00-0025633,Kenneth Darby,RB,Alabama,1982-12-26,2007,2010,4,35,0,408,356,3,0,0,0,0,0,18,0.0,0,246,0,0,False,70.0,219.0,4.75,19.0,30.0,108.0,7.25,4.53,0.0
00-0036877,Jaelon Darden,WR,North Texas,1999-01-14,2021,2024,2,10,0,13,69,0,0,0,0,0,0,0,0.0,0,129,0,0,False,68.0,175.0,4.47,,35.5,122.0,6.66,3.98,0.0
00-0027941,Marcell Dareus,DT,Alabama,1990-03-13,2011,2019,0,0,0,0,0,0,0,0,0,0,0,255,37.5,0,3,2,1,False,75.0,331.0,4.93,24.0,27.0,,7.83,4.62,0.0
00-0030860,Orleans Darkwa,RB,Tulane,1992-02-28,2014,2017,4,31,0,1038,207,9,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,219.0,,,,,,,0.0
00-0022739,Devard Darling,WR,Washington State,1982-04-16,2004,2009,3,22,0,0,578,4,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,213.0,4.52,,37.0,129.0,,,0.0
00-0034869,Sam Darnold,QB,USC,1997-06-05,2018,2025,6,66,12064,757,0,76,0,0,0,0,0,0,0.0,0,3,1,0,False,75.0,225.0,4.85,,26.5,105.0,6.96,4.4,0.0
00-0031716,Matt Darr,P,Tennessee,1992-07-02,2015,2018,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,217.0,,,,,,,0.0
00-0019065,Joe Dean Davenport,TE,Arkansas,1976-10-29,2001,2003,2,12,0,0,93,0,2,0,0,18,0,0,0.0,0,999,0,0,False,78.0,268.0,,,,,,,5.0
00-0021252,Najeh Davenport,RB,Miami,1979-02-08,2002,2008,7,66,0,1819,538,16,4,0,102,23,3,0,0.0,0,999,0,0,False,73.0,247.0,4.57,,,,,,6.5
00-0021238,Rohan Davey,QB,LSU,1979-04-14,2002,2005,3,7,88,-5,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,245.0,4.74,,,,,,0.0
00-0029562,Lavonte David,OLB,Nebraska; Fort Scott CC,1990-01-23,2012,2025,0,0,0,0,0,0,0,0,0,0,0,1111,39.0,13,58,1,1,False,73.0,233.0,4.57,19.0,36.5,119.0,7.28,4.22,0.0
00-0021175,Andre Davis,WR,Virginia Tech,1979-06-12,2002,2010,8,75,0,32,2470,17,3,0,13,119,1,0,0.0,0,999,0,0,False,73.0,200.0,4.42,,39.5,123.0,6.77,4.1,5.7
00-0028307,Drew Davis,WR,Oregon,1989-01-04,2011,2014,2,12,0,0,256,3,1,0,0,6,0,0,0.0,0,999,0,0,False,73.0,205.0,,,,,,,5.0
00-0036329,Ashtyn Davis,SAF,California,1996-10-10,2020,2025,2,3,0,5,0,0,0,0,0,0,0,119,0.5,8,68,0,0,False,73.0,205.0,,14.0,,,,,0.0
00-0028957,Austin Davis,QB,Southern Mississippi,1989-06-02,2012,2018,3,13,2548,68,0,13,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,221.0,4.69,,31.0,109.0,6.73,4.11,0.0
00-0022434,Carey Davis,RB,Illinois,1981-03-27,2004,2009,3,20,0,118,76,0,4,0,3,47,0,0,0.0,0,999,0,0,False,70.0,225.0,,,,,,,5.0
00-0025794,Chris Davis,WR,Wake Forest,1983-12-01,2007,2007,1,2,0,3,3,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,180.0,,,,,,,0.0
00-0025515,Chris Davis,WR,Florida State,1984-01-23,2007,2008,2,6,0,19,69,0,1,0,11,11,0,0,0.0,0,999,0,0,False,70.0,181.0,4.5,,35.5,115.0,6.66,4.14,5.0
00-0029764,Cody Davis,DB,Texas Tech,1989-06-06,2013,2023,3,4,0,0,27,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,203.0,,,,,,,0.0
00-0033871,Corey Davis,WR,Western Michigan,1995-01-11,2017,2022,6,78,0,55,3879,17,6,0,0,166,3,0,0.0,0,5,0,0,False,75.0,209.0,,,,,,,6.0
00-0025417,Craig Davis,WR,LSU,1985-10-02,2007,2010,4,20,0,13,558,2,2,0,0,23,0,0,0.0,0,999,0,0,False,73.0,210.0,,,,,,,5.0
00-0035101,Davion Davis,WR,Sam Houston State,1996-10-23,2019,2023,1,2,0,0,17,0,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,199.0,,,,,,,0.0
00-0029607,Demario Davis,OLB,Arkansas State,1989-01-11,2012,2025,0,0,0,0,0,0,0,0,0,0,0,887,44.5,4,77,2,1,False,74.0,248.0,4.49,32.0,38.5,124.0,7.19,4.28,0.0
00-0038573,Derius Davis,WR,TCU,2000-09-11,2023,2025,1,14,0,101,66,0,0,0,0,0,0,0,0.0,0,125,0,0,False,68.0,165.0,4.36,,,,,4.38,0.0
00-0028863,Dominique Davis,QB,East Carolina; Boston College; Fort Scott CC,1989-07-17,2012,2014,1,1,34,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,210.0,,,,,,,0.0
00-0026188,Fred Davis,TE,USC,1986-01-15,2008,2013,6,58,0,-2,2043,13,0,0,0,0,0,1,0.0,0,48,0,0,False,76.0,247.0,4.68,24.0,,,,,0.0
00-0036196,Gabe Davis,WR,UCF,1999-03-01,2020,2024,4,62,0,-2,2730,27,7,0,0,474,6,3,0.0,0,128,0,0,False,74.0,225.0,4.54,14.0,35.0,124.0,7.08,4.59,6.7
00-0031953,Geremy Davis,WR,Connecticut,1992-01-10,2015,2019,4,8,0,0,59,0,0,0,0,0,0,11,0.0,0,186,0,0,False,75.0,211.0,4.49,23.0,36.5,124.0,6.86,4.18,0.0
00-0027130,James Davis,RB,Clemson,1986-01-01,2009,2011,2,5,0,75,50,0,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,218.0,4.45,17.0,32.0,109.0,7.15,4.37,0.0
00-0024158,Jason Davis,RB,Illinois,1983-11-02,2006,2009,1,2,0,0,12,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,242.0,,,,,,,0.0
00-0034499,Jawill Davis,WR,Bethune-Cookman College,1995-04-06,2018,2018,1,3,0,0,40,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,197.0,,,,,,,0.0
00-0004004,John Davis,TE,Emporia State University; Cisco Junior College,1973-05-14,1995,2003,4,33,0,0,470,5,2,0,0,1,1,0,0.0,0,999,0,0,False,76.0,264.0,,,,,,,6.0
00-0033760,Justin Davis,RB,USC,1995-11-11,2017,2019,2,3,0,20,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,199.0,,21.0,,,,,0.0
00-0026298,Kellen Davis,TE,Michigan State,1985-10-11,2008,2016,8,50,0,0,579,13,2,0,0,42,1,10,0.0,0,158,0,0,False,79.0,265.0,4.59,22.0,28.0,118.0,7.25,4.38,6.0
00-0030280,Knile Davis,RB,Arkansas,1991-10-05,2013,2016,4,44,0,805,271,12,3,0,109,46,2,1,0.0,0,96,0,0,False,70.0,227.0,4.37,31.0,33.5,121.0,6.96,4.38,6.3
00-0037563,Malik Davis,RB,Florida,1998-11-26,2022,2025,1,6,0,161,63,1,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,205.0,,,,,,,0.0
00-0032063,Mike Davis,RB,South Carolina,1993-02-19,2015,2022,8,73,0,2052,1066,18,1,0,10,22,0,3,0.0,0,126,0,0,False,69.0,223.0,4.61,17.0,34.0,116.0,7.0,4.18,5.0
00-0020676,Nick Davis,WR,Wisconsin,1979-10-06,2002,2003,1,1,0,11,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,180.0,,,,,,,0.0
00-0034034,Rashard Davis,WR,James Madison,1995-09-14,2017,2020,1,1,0,0,16,0,0,0,0,0,0,0,0.0,0,999,0,0,False,69.0,175.0,,,,,,,0.0
00-0023429,Rashied Davis,WR,San Jose State; West Los Angeles College,1979-07-24,2005,2011,6,48,0,14,1099,5,3,0,25,86,0,0,0.0,0,999,0,0,False,69.0,187.0,,,,,,,5.0
00-0018608,Reggie Davis,TE,Washington,1976-09-03,1999,2000,2,8,0,0,145,1,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,233.0,,,,,,,0.0
00-0033530,Robert Davis,WR,Georgia State,1995-04-02,2017,2020,1,3,0,0,17,0,0,0,0,0,0,1,0.0,0,209,0,0,False,75.0,210.0,4.44,19.0,41.0,136.0,6.82,4.28,0.0
00-0019206,Shockmain Davis,WR,Angelo State University,1977-08-20,2000,2004,1,5,0,0,12,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,205.0,,,,,,,0.0
00-0004052,Stephen Davis,RB,Auburn,1974-03-01,1996,2006,8,100,0,7169,1097,62,6,0,469,49,3,0,0.0,0,999,0,0,False,72.0,230.0,,,,,,,6.0
00-0004054,Terrell Davis,RB,Georgia; California State - Long Beach,1972-10-28,1995,2002,3,17,0,1187,99,4,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,210.0,,,,,,,0.0
00-0004055,Thabiti Davis,WR,Wake Forest,1975-03-24,2000,2001,2,8,0,0,74,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,205.0,,,,,,,0.0
00-0023448,Thomas Davis,OLB,Georgia,1983-03-22,2005,2020,0,0,0,0,0,0,0,0,0,0,0,859,29.0,13,14,3,1,False,73.0,235.0,4.6,,36.5,115.0,7.09,3.97,0.0
00-0032423,Trevor Davis,WR,California; Hawaii,1993-07-04,2016,2020,3,17,0,86,205,2,0,0,0,0,0,7,0.0,0,163,0,0,False,73.0,188.0,4.42,11.0,38.5,124.0,6.6,4.22,0.0
00-0004060,Troy Davis,RB,Iowa State,1975-09-14,1997,1999,1,6,0,32,49,0,0,0,0,0,0,0,0.0,0,999,0,0,False,67.0,191.0,,,,,,,0.0
00-0036250,Tyler Davis,TE,Georgia Tech,1997-04-02,2020,2024,3,10,0,0,61,0,0,0,0,0,0,10,0.0,0,206,0,0,False,76.0,252.0,,,,,,,0.0
00-0004063,Tyrone Davis,TE,Virginia,1972-06-30,1995,2002,4,36,0,0,502,5,2,0,0,8,0,0,0.0,0,999,0,0,False,76.0,260.0,,,,,,,5.0
00-0024221,Vernon Davis,TE,Maryland,1984-01-31,2006,2019,14,186,0,15,7562,63,9,0,0,600,7,0,0.0,0,6,2,0,False,75.0,248.0,4.38,33.0,42.0,128.0,7.0,4.17,6.6
00-0027001,Vontae Davis,CB,Illinois,1988-05-27,2009,2018,0,0,0,0,0,0,0,0,0,0,0,344,2.0,22,25,2,0,False,71.0,207.0,4.4,25.0,36.0,125.0,6.75,4.07,0.0
00-0003944,Billy Davis,WR,Pittsburgh,1972-07-06,1995,2000,2,9,0,0,183,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,205.0,,,,,,,0.0
00-0004071,Zola Davis,WR,South Carolina,1975-01-16,1999,1999,1,4,0,0,38,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,185.0,,,,,,,0.0
00-0037827,Tyrion Davis-Price,RB,LSU,2000-10-23,2022,2025,2,6,0,120,0,0,0,0,0,0,0,0,0.0,0,93,0,0,False,73.0,211.0,4.48,,30.0,117.0,,,0.0
00-0004073,Brian Dawkins,S,Clemson,1973-10-13,1996,2011,1,1,0,0,57,1,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,210.0,,,,,,,0.0
00-0034654,Dalyn Dawkins,RB,Colorado State,1994-12-26,2018,2020,1,2,0,26,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,67.0,183.0,,,,,,,0.0
00-0033904,Dion Dawkins,OT,Temple,1994-04-26,2017,2025,3,3,0,0,8,2,0,0,0,0,0,0,0.0,0,999,0,0,False,77.0,320.0,5.11,26.0,26.0,106.0,7.3,4.78,0.0
00-0004077,Sean Dawkins,WR,California,1971-02-03,1993,2001,3,46,0,0,1916,12,1,0,0,35,1,0,0.0,0,999,0,0,False,76.0,213.0,,,,,,,7.0
00-0004079,Lawrence Dawsey,WR,Florida State,1967-11-16,1991,1999,1,8,0,0,196,1,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,198.0,,,,,,,0.0
00-0024698,Clifton Dawson,RB,Harvard; Northwestern,1983-10-08,2007,2008,1,5,0,64,15,1,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,212.0,,,,,,,0.0
00-0019461,JaJuan Dawson,WR,Tulane,1977-11-05,2000,2003,3,26,0,0,664,2,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,197.0,4.55,,34.0,117.0,6.96,4.16,0.0
00-0004091,Phil Dawson,K,Texas,1975-01-23,1999,2018,3,3,10,18,0,1,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,200.0,,,,,,,0.0
00-0029868,Skye Dawson,WR,TCU,1990-12-02,2013,2014,1,6,0,15,12,0,0,0,0,0,0,0,0.0,0,999,0,0,False,69.0,183.0,,,,,,,0.0
00-0033596,Matt Dayes,RB,N.C. State,1994-09-03,2017,2019,1,5,0,13,29,0,0,0,0,0,0,9,0.0,0,252,0,0,False,69.0,205.0,4.47,18.0,28.0,109.0,,,0.0
00-0019643,Ron Dayne,RB,Wisconsin,1978-03-14,2000,2007,7,90,0,3710,340,28,3,0,86,12,0,0,0.0,0,999,0,0,False,70.0,245.0,4.65,,,,,,5.0
00-0004172,Greg DeLong,TE,North Carolina,1973-04-03,1995,2000,2,11,0,0,47,1,0,0,0,0,0,0,0.0,0,999,0,0,False,76.0,255.0,,,,,,,0.0
00-0025503,Zak DeOssie,LS,Brown,1984-05-24,2007,2019,0,0,0,0,0,0,0,0,0,0,0,71,0.0,0,116,2,0,False,76.0,248.0,4.58,26.0,34.5,122.0,6.89,4.22,0.0
