player_id,full_name,primary_pos,college,birth_date,first_year,last_year,career_seasons,total_career_games,career_passing_yards,career_rushing_yards,career_receiving_yards,career_passing_tds,career_rushing_tds,career_receiving_tds,career_tds,playoff_games,playoff_passing_yards,playoff_rushing_yards,playoff_receiving_yards,playoff_passing_tds,playoff_rushing_tds,playoff_receiving_tds,playoff_tds,def_solo_tackles,def_sacks,def_ints,draft_pick,pro_bowls,all_pros,hof_flag,height_in,weight_lb,forty_time,bench_press,vertical_jump,broad_jump,three_cone,twenty_shuttle
00-0022102,Doug Gabriel,WR,UCF; Mississippi Gulf Coast CC,1980-08-27,2003,2006,4,40,0,12,1550,0,0,8,8,0,0,0,0,0,0,0,0,0,0.0,0,167,0,0,False,74.0,215.0,4.52,,35.5,116.0,7.05,4.16
00-0031228,Taylor Gabriel,WR,Abilene Christian,1991-02-17,2014,2019,6,81,0,191,2860,0,1,14,15,5,0,20,212,0,0,0,0,0,0.0,0,999,0,0,False,67.0,168.0,,,,,,
00-0028172,Andrew Gachkar,LB,Missouri,1988-11-04,2011,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,234,0,0,False,74.0,224.0,,,,,,
00-0023074,Samkon Gado,RB,Liberty,1982-11-13,2005,2009,5,35,0,972,292,0,11,1,12,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,226.0,,,,,,
00-0005668,Oronde Gadsden,WR,Winston Salem State University,1971-08-20,1995,2003,5,53,0,0,2487,0,0,15,15,5,0,0,167,0,0,2,2,0,0.0,0,999,0,0,False,74.0,215.0,,,,,,
00-0021163,Jabar Gaffney,WR,Florida,1980-12-01,2002,2012,11,139,39,56,5690,1,0,24,25,5,0,0,282,0,0,3,3,0,0.0,0,33,0,0,False,74.0,200.0,4.56,,,,6.87,4.06
GAF207645,Derrick Gaffney,WR,Florida,1955-05-24,1978,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,197,0,0,False,73.0,181.0,,,,,,
00-0031190,Tyler Gaffney,RB,Stanford,1991-04-20,2014,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,204,0,0,False,72.0,220.0,4.49,,36.5,116.0,6.78,4.18
00-0034660,Rico Gafford,WR,Wyoming; Iowa Western CC,1996-05-23,2018,2021,2,4,0,0,66,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,184.0,,,,,,
00-0023740,Thomas Gafford,LS,Houston,1983-01-29,2008,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,244.0,,,,,,
00-0021982,Justin Gage,WR,Missouri,1981-01-24,2003,2010,8,78,0,0,2958,0,0,16,16,3,0,0,182,0,0,0,0,0,0.0,0,143,0,0,False,76.0,204.0,4.45,,,,,
00-0034411,Russell Gage,WR,LSU,1996-01-22,2018,2025,5,61,39,21,2491,1,0,14,15,1,0,0,10,0,0,0,0,10,0.0,0,194,0,0,False,72.0,184.0,,,,,,
GAG237308,Steve Gage,DB,Tulsa,1964-05-10,1987,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,144,0,0,False,75.0,210.0,,,,,,
00-0035536,Lamont Gaillard,C,Georgia,1996-02-08,2019,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,179,0,0,False,75.0,326.0,,,,,,
00-0005680,Derrick Gainer,RB,Florida A&M,1966-08-15,1990,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,205,0,0,False,71.0,240.0,,,,,,
00-0031955,Charles Gaines,CB,Louisville,1992-10-03,2015,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,189,0,0,False,70.0,180.0,4.44,,34.5,123.0,7.07,4.2
GAI191673,Chris Gaines,LB,Vanderbilt,1965-02-03,1988,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,120,0,0,False,72.0,238.0,,,,,,
00-0031394,E.J. Gaines,CB,Missouri,1992-02-23,2014,2020,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0.0,4,188,0,0,False,70.0,191.0,4.44,15.0,,,,
00-0035667,Greg Gaines,DT,Washington,1996-05-06,2019,2025,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,12.5,0,134,0,0,False,73.0,312.0,5.16,30.0,31.0,109.0,,
00-0038571,Jon Gaines II,G,UCLA,1999-05-24,2023,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,122,0,0,False,76.0,303.0,,,,,,
GAI383346,Lawrence Gaines,RB,Wyoming,1953-12-15,1976,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,16,0,0,False,73.0,237.0,,,,,,
00-0022706,Michael Gaines,TE,UCF,1980-03-30,2004,2009,6,51,0,0,869,0,0,6,6,0,0,0,0,0,0,0,0,0,0.0,0,232,0,0,False,74.0,267.0,5.06,18.0,33.0,109.0,7.44,4.18
00-0031015,Phillip Gaines,CB,Rice,1991-04-04,2014,2020,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0.0,1,87,0,0,False,72.0,193.0,4.38,11.0,36.5,122.0,6.62,4.04
GAI457528,Wentford Gaines,DB,Cincinnati; Tennessee Technological Univ; Ferrum College,1953-02-04,1978,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,265,0,0,False,72.0,185.0,,,,,,
00-0005694,William Gaines,DT,Florida,1971-06-20,1994,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,147,0,0,False,77.0,318.0,,,,,,
00-0036919,Kenneth Gainwell,RB,Memphis,1999-03-14,2021,2025,3,49,17,895,605,0,11,1,12,5,0,190,114,0,1,1,2,5,0.0,0,150,0,0,False,69.0,200.0,4.42,21.0,,,,
00-0005696,Tony Gaiter,WR,Miami; San Bernardino Valley,1974-07-15,1997,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,192,0,0,False,68.0,170.0,,,,,,
00-0025787,Jared Gaither,OT,Maryland,1986-03-18,2007,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,False,81.0,335.0,,,,,,
00-0024382,Omar Gaither,MLB,Tennessee,1984-03-18,2006,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,168,0,0,False,74.0,235.0,4.78,23.0,37.0,116.0,7.31,4.28
00-0028160,Anthony Gaitor,DB,Florida International,1988-10-09,2011,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,222,0,0,False,70.0,182.0,,,,,,
GAJ415291,Hokie Gajan,RB,LSU,1959-09-06,1982,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,249,0,0,False,71.0,220.0,,,,,,
00-0005701,Scott Galbraith,TE,USC,1967-01-07,1990,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,178,0,0,False,74.0,255.0,,,,,,
GAL131142,Tony Galbreath,RB,Missouri; Indian Hills CC at Centerville,1954-01-29,1976,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,32,0,0,False,72.0,228.0,,,,,,
00-0005702,Harry Galbreath,G,Tennessee,1965-01-01,1988,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,212,0,0,False,73.0,295.0,,,,,,
GAL349712,Dave Gallagher,DT,Michigan,1952-01-02,1974,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20,0,0,False,76.0,256.0,,,,,,
00-0028406,Tommy Gallarda,TE,Boise State,1988-05-08,2011,2012,1,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,77.0,262.0,,,,,,
GAL611996,Jim Gallery,K,Minnesota,1961-09-15,1987,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,254,0,0,False,73.0,190.0,,,,,,
00-0022836,Robert Gallery,G,Iowa,1980-07-26,2004,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,False,79.0,325.0,4.98,24.0,30.0,105.0,7.42,4.38
00-0032118,Andy Gallik,C,Boston College,1991-09-24,2015,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,208,0,0,False,74.0,306.0,5.5,29.0,27.0,96.0,7.66,4.58
00-0036366,Neville Gallimore,DT,Oklahoma,1997-01-17,2020,2025,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4.0,0,82,0,0,False,74.0,307.0,4.79,23.0,,,7.97,5.01
00-0033950,Wayne Gallman,RB,Clemson,1994-10-01,2017,2022,5,55,0,1548,519,0,9,2,11,0,0,0,0,0,0,0,0,5,0.0,0,140,0,0,False,72.0,210.0,4.6,21.0,29.5,120.0,7.17,4.28
GAL699424,David Galloway,DT,Florida,1959-02-16,1982,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,38,0,0,False,75.0,277.0,,,,,,
00-0005720,Joey Galloway,WR,Ohio State,1971-11-20,1995,2010,12,125,-1,117,6828,0,0,41,41,4,0,-4,159,0,0,0,0,0,0.0,0,8,0,0,False,71.0,197.0,,,,,,
00-0034764,Michael Gallup,WR,Colorado State; Butler County JC,1996-03-04,2018,2025,6,84,0,0,3744,0,0,21,21,5,0,0,286,0,0,2,2,1,0.0,0,81,0,0,False,73.0,198.0,4.51,10.0,36.0,122.0,6.95,4.37
00-0005722,John Galvin,LB,Boston College,1965-07-09,1988,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,287,0,0,False,75.0,226.0,,,,,,
00-0005723,Scott Galyon,LB,Tennessee,1974-03-23,1996,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,182,0,0,False,74.0,235.0,,,,,,
00-0022914,Chris Gamble,CB,Ohio State,1983-03-11,2004,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,28,0,0,False,73.0,205.0,4.52,,,,,
00-0005728,Kenny Gamble,RB,Colgate,1965-03-08,1988,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,251,0,0,False,70.0,197.0,,,,,,
00-0019250,Trent Gamble,DB,Wyoming,1977-07-24,2000,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,69.0,195.0,4.56,21.0,37.0,124.0,6.6,3.9
GAM474616,Chris Gambol,G,Iowa,1964-09-14,1988,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,58,0,0,False,78.0,290.0,,,,,,
00-0005732,Kendall Gammon,LS,Pittsburg State (KS),1968-10-23,1992,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,291,0,0,False,76.0,250.0,,,,,,
00-0029427,Terrance Ganaway,RB,Baylor; Houston; Texarkana College,1988-10-07,2012,2012,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,202,0,0,False,72.0,240.0,4.61,,37.5,119.0,7.15,4.25
00-0023563,Dylan Gandy,C,Texas Tech,1982-03-08,2005,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,129,0,0,False,75.0,295.0,5.12,,29.5,100.0,7.62,4.51
00-0020406,Mike Gandy,OT,Notre Dame,1979-01-03,2001,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,68,0,0,False,76.0,308.0,5.2,,30.5,103.0,8.03,4.71
00-0005736,Wayne Gandy,OT,Auburn,1971-02-10,1994,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15,0,0,False,77.0,315.0,,,,,,
00-0036340,Antonio Gandy-Golden,WR,Liberty,1998-04-11,2020,2021,1,4,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,142,0,0,False,76.0,223.0,4.6,22.0,36.0,127.0,7.33,4.55
00-0005737,Mike Gann,DE,Notre Dame,1963-10-19,1985,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,45,0,0,False,77.0,256.0,,,,,,
00-0005739,Chris Gannon,TE,Louisiana-Lafayette,1966-01-20,1989,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,73,0,0,False,78.0,265.0,,,,,,
00-0005741,Rich Gannon,QB,Delaware,1965-12-20,1987,2004,6,74,17473,1178,-3,114,11,0,125,7,1502,85,0,11,1,0,12,0,0.0,0,98,0,0,False,75.0,210.0,,,,,,
GAN474616,Earl Gant,RB,Missouri,1957-07-06,1979,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,112,0,0,False,72.0,207.0,,,,,,
00-0005745,Kenneth Gant,SAF,Albany State (GA),1967-04-18,1990,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,221,0,0,False,71.0,215.0,,,,,,
GAN593270,Reuben Gant,TE,Oklahoma State,1952-04-12,1974,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,18,0,0,False,76.0,230.0,,,,,,
00-0024460,Quinton Ganther,RB,Utah; Citrus College,1984-07-15,2006,2010,3,17,0,278,151,0,3,0,3,1,0,-1,0,0,0,0,0,0,0.0,0,246,0,0,False,69.0,220.0,4.5,29.0,35.0,119.0,7.19,
GAN771251,Greg Gantt,P,Alabama,1951-10-30,1974,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,187,0,0,False,71.0,188.0,,,,,,
00-0005746,Mark Garalczyk,DT,Western Michigan,1964-08-12,1987,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,146,0,0,False,77.0,272.0,,,,,,
00-0022169,Antonio Garay,DE,Boston College,1979-11-30,2003,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,195,0,0,False,76.0,320.0,4.9,,,,,
GAR031342,Tony Garbarczyk,DE,Wake Forest; Nassau CC,1964-01-20,1987,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,278,0,0,False,76.0,275.0,,,,,,
GAR047013,Teddy Garcia,K,Louisiana-Monroe,1964-06-04,1988,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,100,0,0,False,70.0,187.0,,,,,,
00-0033922,Antonio Garcia,OT,Troy,1993-12-10,2017,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,85,0,0,False,79.0,302.0,5.15,24.0,31.0,108.0,7.98,4.94
GAR062684,Eddie Garcia,K,SMU,1959-04-15,1983,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,264,0,0,False,68.0,178.0,,,,,,
00-0005753,Frank Garcia,C,Washington,1972-01-28,1995,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,132,0,0,False,74.0,302.0,,,,,,
00-0005755,Jeff Garcia,QB,San Jose State; Gavilan College,1970-02-24,1999,2011,11,125,25469,2136,6,161,26,0,187,6,1357,88,0,7,1,0,8,0,0.0,0,999,0,0,False,73.0,205.0,,,,,,
GAR109697,Bubba Garcia,WR,Texas-El Paso,1957-10-18,1980,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,147,0,0,False,71.0,185.0,,,,,,
00-0032132,Max Garcia,G,Florida; Maryland,1991-11-09,2015,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,133,0,0,False,76.0,309.0,5.24,,,,,
00-0026345,Pierre Garcon,WR,Mount Union College; Norwich University,1986-08-08,2008,2018,11,136,0,72,7886,0,0,38,38,6,0,0,483,0,0,3,3,7,0.0,0,205,0,0,False,72.0,211.0,4.42,20.0,36.5,125.0,6.9,4.19
00-0034473,Dennis Gardeck,LB,Sioux Falls; West Virginia State,1994-08-09,2018,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,232.0,,,,,,
00-0005760,Daryl Gardener,DT,Baylor,1973-02-25,1996,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20,0,0,False,78.0,295.0,,,,,,
00-0037190,Sauce Gardner,CB,Cincinnati,2000-08-31,2022,2025,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1.0,3,4,2,2,False,75.0,190.0,4.41,,,,,
00-0026929,Andrew Gardner,G,Georgia Tech,1986-04-04,2009,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,181,0,0,False,78.0,308.0,4.96,,,,,
00-0005763,Barry Gardner,LB,Northwestern,1976-12-13,1999,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,35,0,0,False,73.0,245.0,,,,,,
00-0031027,Ben Gardner,LB,Stanford,1991-04-29,2014,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,231,0,0,False,76.0,270.0,,,,,,
00-0005764,Carwell Gardner,RB,Louisville; Kentucky,1966-11-27,1990,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,0,0,False,74.0,240.0,,,,,,
GAR172381,Ellis Gardner,OT,Georgia Tech,1961-09-16,1983,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,146,0,0,False,77.0,257.0,,,,,,
00-0022848,Gilbert Gardner,LB,Purdue,1982-05-09,2004,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,69,0,0,False,73.0,228.0,4.65,,,,,
00-0005770,Moe Gardner,DT,Illinois,1968-08-10,1991,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,87,0,0,False,74.0,265.0,,,,,,
GAR209599,Donnie Gardner,DE,Kentucky,1968-02-17,1991,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,171,0,0,False,75.0,265.0,,,,,,
00-0022809,Rich Gardner,DB,Penn State,1981-02-01,2004,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,92,0,0,False,70.0,194.0,4.46,11.0,36.5,123.0,6.91,3.91
00-0020525,Rod Gardner,WR,Clemson,1977-10-26,2001,2006,6,71,46,24,3165,2,0,23,25,0,0,0,0,0,0,0,0,0,0.0,0,15,0,0,False,74.0,215.0,4.48,,,,,
00-0022111,Talman Gardner,WR,Florida State,1980-03-10,2003,2004,2,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,231,0,0,False,73.0,210.0,4.44,,34.5,116.0,7.54,4.43
00-0035253,C.J. Gardner-Johnson,SAF,Florida,1997-12-20,2019,2025,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,4.0,18,105,0,0,False,71.0,208.0,4.48,17.0,36.0,117.0,7.03,4.2
00-0005771,Chris Gardocki,P,Clemson,1970-02-07,1991,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,78,0,0,False,73.0,192.0,,,,,,
00-0039438,Nick Gargiulo,G,South Carolina; Yale,2000-07-19,2024,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,256,0,0,False,77.0,327.0,,,,,,
00-0005778,Kelvin Garmon,G,Baylor,1976-10-26,1999,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,243,0,0,False,74.0,350.0,,,,,,
00-0005779,Charlie Garner,RB,Tennessee; Scottsdale CC,1972-02-13,1994,2004,6,81,0,4780,3141,0,22,12,34,5,0,361,191,0,1,1,2,0,0.0,0,42,0,0,False,70.0,190.0,,,,,,
00-0005781,Hal Garner,LB,Utah State,1962-01-18,1985,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,63,0,0,False,76.0,219.0,,,,,,
00-0026351,Nate Garner,G,Arkansas,1985-01-18,2008,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,211,0,0,False,79.0,320.0,,,,,,
00-0005785,Sam Garnes,S,Cincinnati,1974-07-12,1997,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,136,0,0,False,75.0,225.0,,,,,,
00-0033151,Joshua Garnett,G,Stanford,1994-02-21,2016,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,28,0,0,False,77.0,305.0,5.32,30.0,29.0,99.0,7.62,4.64
GAR344762,Scott Garnett,DE,Washington,1962-12-03,1984,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,218,0,0,False,74.0,271.0,,,,,,
00-0031345,Jimmy Garoppolo,QB,Eastern Illinois,1991-11-02,2014,2025,10,79,15494,264,-3,94,7,0,101,6,962,6,0,4,0,0,4,0,0.0,0,62,0,0,False,74.0,225.0,4.97,,30.5,110.0,7.04,4.26
00-0021231,David Garrard,QB,East Carolina,1978-02-14,2002,2013,9,84,16003,1747,-6,88,17,0,105,3,486,86,0,3,0,0,3,0,0.0,0,108,1,0,False,73.0,236.0,4.82,,33.5,111.0,7.35,4.26
GAR391775,Alvin Garrett,WR,Angelo State University,1956-10-01,1980,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,237,0,0,False,67.0,178.0,,,,,,
00-0036863,Chris Garrett,LB,Concordia College St. Paul,1998-06-12,2021,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,252,0,0,False,76.0,245.0,,,,,,
00-0005794,Jason Garrett,QB,Princeton; Columbia,1966-03-28,1993,2004,2,7,314,8,0,3,0,0,3,1,4,-3,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,200.0,,,,,,
00-0022023,Kevin Garrett,DB,SMU,1980-07-29,2003,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,172,0,0,False,70.0,194.0,4.32,,35.0,129.0,6.9,3.96
GAR493636,Shane Garrett,WR,Texas A&M,1967-11-16,1991,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,241,0,0,False,71.0,185.0,,,,,,
00-0033868,Myles Garrett,DE,Texas A&M,1995-12-29,2017,2025,8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,102.5,0,1,6,4,False,76.0,272.0,4.64,33.0,41.0,128.0,,
GAR626840,Gregg Garrity,WR,Penn State,1960-11-24,1983,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,140,0,0,False,70.0,171.0,,,,,,
GAR673853,Ben Garry,RB,Southern Mississippi,1956-02-11,1979,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,161,0,0,False,72.0,215.0,,,,,,
00-0036239,Jonathan Garvin,DE,Miami,1999-07-28,2020,2025,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.5,0,242,0,0,False,76.0,257.0,4.82,23.0,36.0,125.0,,
00-0005810,Cleveland Gary,RB,Miami; Georgia,1966-05-04,1989,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,26,0,0,False,72.0,226.0,,,,,,
GAR752208,Keith Gary,DE,Oklahoma; Ferrum College,1959-09-14,1983,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,17,0,0,False,75.0,263.0,,,,,,
00-0005816,Olandis Gary,RB,Georgia; Marshall,1975-05-18,1999,2004,5,43,0,1998,415,0,11,0,11,0,0,0,0,0,0,0,0,0,0.0,0,127,0,0,False,71.0,218.0,,,,,,
00-0034967,Rashan Gary,DE,Michigan,1997-12-03,2019,2025,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,39.0,0,12,1,0,False,77.0,277.0,4.58,26.0,38.0,120.0,7.26,4.29
GAR767879,Russell Gary,DB,Nebraska,1959-07-31,1981,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,29,0,0,False,71.0,195.0,,,,,,
00-0020260,Roberto Garza,C,Texas A&M University-Kingsville,1979-03-26,2001,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,99,0,0,False,74.0,310.0,5.0,37.0,32.5,114.0,7.71,4.53
GAR799221,Sammy Garza,QB,Texas-El Paso,1965-07-10,1987,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,216,0,0,False,73.0,184.0,,,,,,
00-0005822,Sam Gash,FB,Penn State,1969-03-07,1992,2003,4,37,0,4,349,0,0,4,4,5,0,0,26,0,0,0,0,0,0.0,0,205,0,0,False,72.0,242.0,,,,,,
00-0005823,Thane Gash,DB,East Tennessee State,1965-09-01,1988,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,188,0,0,False,72.0,200.0,,,,,,
00-0035311,Myles Gaskin,RB,Washington,1997-02-15,2019,2025,4,36,0,1355,701,0,7,6,13,0,0,0,0,0,0,0,0,0,0.0,0,234,0,0,False,70.0,199.0,4.58,24.0,35.5,118.0,7.19,4.27
00-0030039,Kendall Gaskins,RB,Richmond,1990-11-04,2013,2015,1,4,0,38,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,238.0,,,,,,
00-0005824,Percell Gaskins,LB,Kansas State; Northwestern Oklahoma State University,1972-04-25,1996,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,105,0,0,False,72.0,230.0,,,,,,
GAS664464,Mark Gastineau,DE,East Central; Arizona State; Eastern Arizona,1956-11-20,1979,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,41,0,0,False,77.0,266.0,,,,,,
00-0021547,Antonio Gates,TE,Kent State; Eastern Michigan; Michigan State; College of the Sequoias,1980-06-18,2003,2018,16,227,0,0,11841,0,0,116,116,12,0,0,540,0,0,2,2,0,0.0,0,999,0,0,False,76.0,255.0,,,,,,
00-0028049,Clyde Gates,WR,Abilene Christian; Tyler JC,1986-06-13,2011,2013,3,23,0,16,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,111,0,0,False,72.0,197.0,4.31,16.0,40.0,131.0,,
00-0023668,Lionel Gates,RB,Louisville,1982-03-13,2005,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,236,0,0,False,72.0,223.0,4.6,23.0,36.0,121.0,7.17,4.1
00-0034445,Nick Gates,G,Nebraska,1995-11-27,2018,2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,77.0,312.0,5.46,20.0,24.0,94.0,7.61,4.68
00-0033054,Rico Gathers,TE,Baylor,1994-01-07,2016,2019,1,6,0,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,217,0,0,False,78.0,280.0,,,,,,
